Protein	Localization
CAP1	C4
CAP2	C4
CAPN1	C4
CAPN2	C4
CAPN7	C4
CBL	C4
CBS	C4
CCDC43	C4
CDC37L1	C4
CMPK1	C4
COTL1	C4
CPPED1	C4
CRLF3	C4
CRTC1	C4
CSK	C4
CSTB	C4
DBI	C4
DBNL	C4
DPYD	C4
DRG2	C4
EEF1A1	C4
EEF1A2	C4
EEF2	C4
EEF2K	C4
ENO3	C4
FAH	C4
FBP1	C4
FBXW2	C4
FCHSD1	C4
FKBP1A	C4
G6PD	C4
GART	C4
GCLC	C4
GDI1	C4
GDI2	C4
GFPT1	C4
GGACT	C4
GGCT	C4
GLCCI1	C4
GOT1	C4
GSTM3	C4
HARS	C4
HS1BP3	C4
HSPB1	C4
IFIH1	C4
IKBKG	C4
IRF3	C4
LZTFL1	C4
MAP2K1	C4
ME1	C4
METTL2B	C4
MTPN	C4
NADSYN1	C4
NME1-NME2	C4
NRBP1	C4
NRD1	C4
NSMAF	C4
NT5C2	C4
NUDT1	C4
NUDT15	C4
NUTF2	C4
OLA1	C4
PAICS	C4
PDCL	C4
PDE5A	C4
PGD	C4
PKM	C4
PLCG2	C4
PPAT	C4
PRDX6	C4
PXN	C4
PYCARD	C4
RABGGTA	C4
RABGGTB	C4
RANBP1	C4
RAP1GDS1	C4
RRM1	C4
S100P	C4
SCRN1	C4
SERPINB8	C4
SMAP1	C4
SMAP2	C4
SMYD5	C4
ST13	C4
STARD5	C4
STMN2	C4
TAGLN2	C4
TARS	C4
TBCD	C4
TES	C4
TGM2	C4
THNSL2	C4
THUMPD3	C4
TPT1	C4
TSC22D2	C4
TUBA4A	C4
TUBB4B	C4
UBE2O	C4
UGP2	C4
USP47	C4
WARS	C4
VPS37B	C4
ACAT2	C5
ACSS2	C5
ADAP1	C5
ADSSL1	C5
AKR1C2	C5
ANXA1	C5
ARPP19	C5
ASPSCR1	C5
ATE1	C5
BDH2	C5
BLVRB	C5
BTF3	C5
BTF3L4	C5
C10orf118	C5
C12orf10	C5
C14orf142	C5
C1orf122	C5
C3orf83	C5
CASP7	C5
CAST	C5
CCDC25	C5
CCDC6	C5
CDC37	C5
CHMP1A	C5
CHMP1B	C5
CHMP3	C5
CIAPIN1	C5
CLNS1A	C5
CNOT4	C5
CORO1A	C5
CORO1B	C5
CRTC2	C5
CSRP2	C5
CUEDC2	C5
CUTA	C5
DAK	C5
DAP	C5
DCAF16	C5
DDAH1	C5
DFFA	C5
DNAJB1	C5
DNAJC2	C5
DNAL1	C5
DOHH	C5
DPH7	C5
DTD1	C5
EEF1B2	C5
EGLN1	C5
EIF4B	C5
EIF4H	C5
EIF5	C5
EIF5A	C5
ENY2	C5
FAM175B	C5
FBLIM1	C5
FDPS	C5
FKBP3	C5
FKBP4	C5
FLNA	C5
FLNB	C5
FN3K	C5
GALK1	C5
GBE1	C5
GBP2	C5
GIPC3	C5
GLO1	C5
GLOD4	C5
GLRX3	C5
GPCPD1	C5
GRB2	C5
GRIPAP1	C5
HDHD1	C5
HINT1	C5
HNMT	C5
HSP90AA1	C5
HSPA14	C5
HSPA4	C5
HSPA4L	C5
HSPH1	C5
IAH1	C5
LRRC47	C5
MAP1B	C5
MAP4	C5
MAPK12	C5
MAT2A	C5
MAT2B	C5
MB	C5
MEMO1	C5
MGMT	C5
MRI1	C5
MVD	C5
MYEOV2	C5
NAA10	C5
NACA	C5
NAE1	C5
NAMPT	C5
NANS	C5
NAPRT1	C5
NCOA7	C5
NME1	C5
NSFL1C	C5
NTAN1	C5
OGFR	C5
PAFAH1B2	C5
PAPSS2	C5
PARK7	C5
PBDC1	C5
PDAP1	C5
PDLIM1	C5
PDXK	C5
PFAS	C5
PFDN1	C5
PFDN2	C5
PGM2	C5
PIN1	C5
PNPO	C5
PPM1A	C5
PPME1	C5
PPP1R14B	C5
PSMG3	C5
PSMG4	C5
PTGES3	C5
PYROXD1	C5
QDPR	C5
RAD23A	C5
RAD23B	C5
RCHY1	C5
RNF114	C5
S100A13	C5
SAT2	C5
SBDS	C5
SETD7	C5
SGTA	C5
SH3D19	C5
SRA1	C5
SSNA1	C5
STAMBP	C5
TACC2	C5
TAGLN	C5
TBCB	C5
TJAP1	C5
TPM1	C5
TPM3	C5
TPM4	C5
TRIM44	C5
TRIM65	C5
TSNAX	C5
TSTA3	C5
TTC9C	C5
TXLNA	C5
TXLNG	C5
UBA1	C5
UBAP2	C5
UBE2A	C5
UBE2G1	C5
UBE2L3	C5
UBE3A	C5
UBFD1	C5
UBL7	C5
UCHL3	C5
UGDH	C5
UROD	C5
USP5	C5
WASH4P	C5
VBP1	C5
VCPKMT	C5
WDYHV1	C5
VHL	C5
WWTR1	C5
YAP1	C5
ZFAND2B	C5
ZNF428	C5
SEPT2	Unclassified
SEPT3	Unclassified
SEPT5	Unclassified
SEPT6	Unclassified
SEPT7	Unclassified
SEPT8	Unclassified
SEPT9	Unclassified
SEPT11	Unclassified
A1BG	Unclassified
AAGAB	Unclassified
AAK1	Unclassified
AAMP	Unclassified
AAR2	Unclassified
AARSD1	Unclassified
AASDHPPT	Unclassified
ABCA7	Unclassified
ABCB4	Unclassified
ABCE1	Unclassified
ABCF2	Unclassified
ABCF3	Unclassified
ABHD14B	Unclassified
ABHD4	Unclassified
ABI1	Unclassified
ABI2	Unclassified
ABL2	Unclassified
ABLIM2	Unclassified
ABTB2	Unclassified
ACACA	Unclassified
ACAP3	Unclassified
ACBD3	Unclassified
ACBD6	Unclassified
ACCS	Unclassified
ACD	Unclassified
ACLY	Unclassified
ACO1	Unclassified
ACOT4	Unclassified
ACOT7	Unclassified
ACP1	Unclassified
ACTA1	Unclassified
ACTB	Unclassified
ACTBL2	Unclassified
ACTG1	Unclassified
ACTL6A	Unclassified
ACTN2	Unclassified
ACTN3	Unclassified
ACTR10	Unclassified
ACTR1B	Unclassified
ACTR3B	Unclassified
ACY1	Unclassified
ACYP1	Unclassified
ACYP2	Unclassified
ADA	Unclassified
ADAL	Unclassified
ADAT3	Unclassified
ADCY10	Unclassified
ADD1	Unclassified
ADD3	Unclassified
ADH5	Unclassified
ADI1	Unclassified
ADIRF	Unclassified
ADK	Unclassified
ADO	Unclassified
ADPRHL2	Unclassified
ADRBK1	Unclassified
ADRM1	Unclassified
ADSL	Unclassified
ADSS	Unclassified
AFAP1L2	Unclassified
AFF3	Unclassified
AFM	Unclassified
AFTPH	Unclassified
AGAP1	Unclassified
AGAP2	Unclassified
AGAP3	Unclassified
AGFG1	Unclassified
AGFG2	Unclassified
AGL	Unclassified
AHCY	Unclassified
AHCYL1	Unclassified
AHCYL2	Unclassified
AHI1	Unclassified
AHSG	Unclassified
AIDA	Unclassified
AIF1L	Unclassified
AIMP1	Unclassified
AIMP2	Unclassified
AIP	Unclassified
AJUBA	Unclassified
AK1	Unclassified
AKAP10	Unclassified
AKAP12	Unclassified
AKR1A1	Unclassified
AKR1B10	Unclassified
AKR1C3	Unclassified
AKR7A2	Unclassified
AKT1	Unclassified
AKT1S1	Unclassified
AKT2	Unclassified
AKTIP	Unclassified
ALAD	Unclassified
ALB	Unclassified
ALDH16A1	Unclassified
ALDH3A1	Unclassified
ALDH7A1	Unclassified
ALDOA	Unclassified
ALG13	Unclassified
ALKBH3	Unclassified
ALKBH4	Unclassified
ALKBH6	Unclassified
ALKBH8	Unclassified
ALMS1	Unclassified
ALOXE3	Unclassified
ALS2CL	Unclassified
AMD1	Unclassified
AMDHD2	Unclassified
AMMECR1	Unclassified
AMOTL2	Unclassified
AMPD2	Unclassified
AMPD3	Unclassified
AMZ1	Unclassified
AMZ2	Unclassified
ANAPC1	Unclassified
ANAPC11	Unclassified
ANAPC15	Unclassified
ANAPC16	Unclassified
ANAPC2	Unclassified
ANAPC4	Unclassified
ANAPC5	Unclassified
ANK1	Unclassified
ANK2	Unclassified
ANK3	Unclassified
ANKFY1	Unclassified
ANKRA2	Unclassified
ANKRD13A	Unclassified
ANKRD13B	Unclassified
ANKRD13D	Unclassified
ANKRD16	Unclassified
ANKRD17	Unclassified
ANKRD26	Unclassified
ANKRD36C	Unclassified
ANKRD39	Unclassified
ANKRD40	Unclassified
ANKRD49	Unclassified
ANKRD52	Unclassified
ANKRD54	Unclassified
ANKRD9	Unclassified
ANKS1A	Unclassified
ANKS6	Unclassified
ANKZF1	Unclassified
ANXA11	Unclassified
ANXA2	Unclassified
ANXA3	Unclassified
ANXA4	Unclassified
AP1B1	Unclassified
AP1S2	Unclassified
AP1S3	Unclassified
AP3B2	Unclassified
AP3M2	Unclassified
AP3S2	Unclassified
AP4B1	Unclassified
AP4M1	Unclassified
AP4S1	Unclassified
AP5B1	Unclassified
AP5M1	Unclassified
AP5S1	Unclassified
AP5Z1	Unclassified
APAF1	Unclassified
APBA1	Unclassified
APBA2	Unclassified
APBB2	Unclassified
APC	Unclassified
APCS	Unclassified
APEH	Unclassified
APEX2	Unclassified
APIP	Unclassified
APOA1	Unclassified
APOA2	Unclassified
APOA4	Unclassified
APOB	Unclassified
APOH	Unclassified
APPBP2	Unclassified
APPL2	Unclassified
APRT	Unclassified
AR	Unclassified
ARAF	Unclassified
ARAP1	Unclassified
ARAP2	Unclassified
ARF4	Unclassified
ARF5	Unclassified
ARFGAP1	Unclassified
ARFGEF2	Unclassified
ARFIP1	Unclassified
ARFIP2	Unclassified
ARHGAP1	Unclassified
ARHGAP10	Unclassified
ARHGAP12	Unclassified
ARHGAP17	Unclassified
ARHGAP18	Unclassified
ARHGAP24	Unclassified
ARHGAP26	Unclassified
ARHGAP29	Unclassified
ARHGAP44	Unclassified
ARHGAP5	Unclassified
ARHGDIB	Unclassified
ARHGEF1	Unclassified
ARHGEF10	Unclassified
ARHGEF11	Unclassified
ARHGEF12	Unclassified
ARHGEF16	Unclassified
ARHGEF19	Unclassified
ARHGEF2	Unclassified
ARHGEF28	Unclassified
ARHGEF35	Unclassified
ARHGEF7	Unclassified
ARIH1	Unclassified
ARIH2	Unclassified
ARL14EP	Unclassified
ARL2	Unclassified
ARL2BP	Unclassified
ARL3	Unclassified
ARMC7	Unclassified
ARMC8	Unclassified
ARMCX5	Unclassified
ARPC1A	Unclassified
ARPC3	Unclassified
ARPC5	Unclassified
ARR3	Unclassified
ARRB1	Unclassified
ARRB2	Unclassified
AS3MT	Unclassified
ASB1	Unclassified
ASB13	Unclassified
ASB6	Unclassified
ASB9	Unclassified
ASCC1	Unclassified
ASCC2	Unclassified
ASCC3	Unclassified
ASL	Unclassified
ASMTL	Unclassified
ASNA1	Unclassified
ASNS	Unclassified
ASNSD1	Unclassified
ASRGL1	Unclassified
ASS1	Unclassified
ATAT1	Unclassified
ATG10	Unclassified
ATG12	Unclassified
ATG13	Unclassified
ATG14	Unclassified
ATG16L1	Unclassified
ATG2A	Unclassified
ATG3	Unclassified
ATG4B	Unclassified
ATG4C	Unclassified
ATHL1	Unclassified
ATOX1	Unclassified
ATP4A	Unclassified
ATP6V1B1	Unclassified
ATP6V1B2	Unclassified
ATP6V1D	Unclassified
ATP6V1G1	Unclassified
ATP6V1H	Unclassified
ATXN10	Unclassified
ATXN2L	Unclassified
ATXN3	Unclassified
ATXN7	Unclassified
ATXN7L3B	Unclassified
AURKA	Unclassified
AXIN1	Unclassified
AZGP1	Unclassified
AZI2	Unclassified
AZIN1	Unclassified
B3GNTL1	Unclassified
BABAM1	Unclassified
BACH1	Unclassified
BAG3	Unclassified
BAG4	Unclassified
BAG5	Unclassified
BAG6	Unclassified
BAIAP2L1	Unclassified
BBS2	Unclassified
BBS9	Unclassified
BCAR1	Unclassified
BCAS1	Unclassified
BCAS4	Unclassified
BCDIN3D	Unclassified
BCL10	Unclassified
BCL3	Unclassified
BECN1	Unclassified
BICD2	Unclassified
BID	Unclassified
BIN1	Unclassified
BIRC2	Unclassified
BLMH	Unclassified
BLOC1S2	Unclassified
BLOC1S3	Unclassified
BLOC1S4	Unclassified
BLOC1S5	Unclassified
BLOC1S6	Unclassified
BLVRA	Unclassified
BMPER	Unclassified
BNIP2	Unclassified
BOD1	Unclassified
BOLA1	Unclassified
BORA	Unclassified
BPGM	Unclassified
BPNT1	Unclassified
BRAF	Unclassified
BRAP	Unclassified
BRAT1	Unclassified
BRCC3	Unclassified
BRE	Unclassified
BRIP1	Unclassified
BRK1	Unclassified
BROX	Unclassified
BRSK2	Unclassified
BSDC1	Unclassified
BTBD7	Unclassified
BTG1	Unclassified
BUB1	Unclassified
BUB1B	Unclassified
BZW1	Unclassified
C10orf76	Unclassified
C10orf88	Unclassified
C11orf49	Unclassified
C11orf54	Unclassified
C11orf68	Unclassified
C11orf73	Unclassified
C11orf74	Unclassified
C12orf23	Unclassified
C12orf29	Unclassified
C12orf4	Unclassified
C12orf44	Unclassified
C12orf5	Unclassified
C12orf57	Unclassified
C12orf66	Unclassified
C14orf79	Unclassified
C14orf80	Unclassified
C15orf40	Unclassified
C15orf41	Unclassified
C15orf57	Unclassified
C16orf13	Unclassified
C16orf62	Unclassified
C16orf72	Unclassified
C16orf96	Unclassified
C17orf103	Unclassified
C17orf53	Unclassified
C17orf70	Unclassified
C17orf75	Unclassified
C18orf8	Unclassified
C19orf54	Unclassified
C19orf55	Unclassified
C19orf60	Unclassified
C19orf66	Unclassified
C1orf106	Unclassified
C1orf109	Unclassified
C1orf116	Unclassified
C1orf198	Unclassified
C1orf50	Unclassified
C1orf53	Unclassified
C1orf74	Unclassified
C1orf86	Unclassified
C1QB	Unclassified
C1R	Unclassified
C1S	Unclassified
C20orf27	Unclassified
C21orf59	Unclassified
C21orf91	Unclassified
C2CD5	Unclassified
C2orf44	Unclassified
C2orf69	Unclassified
C2orf74	Unclassified
C2orf76	Unclassified
C3	Unclassified
C3orf38	Unclassified
C4BPA	Unclassified
C4BPB	Unclassified
C4orf21	Unclassified
C4orf33	Unclassified
C4orf46	Unclassified
C5	Unclassified
C5orf30	Unclassified
C5orf34	Unclassified
C5orf51	Unclassified
C5orf54	Unclassified
C6	Unclassified
C6orf106	Unclassified
C6orf211	Unclassified
C6orf62	Unclassified
C7	Unclassified
C7orf49	Unclassified
C7orf60	Unclassified
C8A	Unclassified
C8orf37	Unclassified
C9	Unclassified
C9orf142	Unclassified
C9orf156	Unclassified
C9orf16	Unclassified
C9orf40	Unclassified
C9orf64	Unclassified
C9orf72	Unclassified
CA2	Unclassified
CA8	Unclassified
CAB39	Unclassified
CAB39L	Unclassified
CACNB3	Unclassified
CACYBP	Unclassified
CAD	Unclassified
CADPS2	Unclassified
CALB1	Unclassified
CALCOCO1	Unclassified
CALCOCO2	Unclassified
CALML3	Unclassified
CALML5	Unclassified
CAMK1D	Unclassified
CAMK2B	Unclassified
CAMK2G	Unclassified
CAMK2N1	Unclassified
CAMKK1	Unclassified
CAMKK2	Unclassified
CAMSAP1	Unclassified
CAMSAP2	Unclassified
CAMSAP3	Unclassified
CAND1	Unclassified
CAND2	Unclassified
CAPG	Unclassified
CAPN13	Unclassified
CAPN15	Unclassified
CAPN9	Unclassified
CAPNS1	Unclassified
CAPS	Unclassified
CAPZA1	Unclassified
CAPZA2	Unclassified
CAPZB	Unclassified
CARD10	Unclassified
CARD8	Unclassified
CARHSP1	Unclassified
CARKD	Unclassified
CARM1	Unclassified
CARS	Unclassified
CASKIN1	Unclassified
CASP2	Unclassified
CASP6	Unclassified
CASP8	Unclassified
CASP9	Unclassified
CBFB	Unclassified
CBLB	Unclassified
CBR1	Unclassified
CBR3	Unclassified
CBWD2	Unclassified
CBY1	Unclassified
CC2D1A	Unclassified
CC2D1B	Unclassified
CCBL1	Unclassified
CCBL2	Unclassified
CCDC101	Unclassified
CCDC102A	Unclassified
CCDC104	Unclassified
CCDC122	Unclassified
CCDC124	Unclassified
CCDC132	Unclassified
CCDC170	Unclassified
CCDC22	Unclassified
CCDC23	Unclassified
CCDC28A	Unclassified
CCDC37	Unclassified
CCDC41	Unclassified
CCDC50	Unclassified
CCDC53	Unclassified
CCDC57	Unclassified
CCDC66	Unclassified
CCDC83	Unclassified
CCDC85B	Unclassified
CCDC85C	Unclassified
CCDC88C	Unclassified
CCDC91	Unclassified
CCDC92	Unclassified
CCDC93	Unclassified
CCDC97	Unclassified
CCHCR1	Unclassified
CCM2	Unclassified
CCNA2	Unclassified
CCNDBP1	Unclassified
CCP110	Unclassified
CCR8	Unclassified
CCS	Unclassified
CCT6B	Unclassified
CCT7	Unclassified
CD2AP	Unclassified
CDC16	Unclassified
CDC25B	Unclassified
CDC25C	Unclassified
CDC26	Unclassified
CDC34	Unclassified
CDC42	Unclassified
CDC42BPA	Unclassified
CDC42BPB	Unclassified
CDC42BPG	Unclassified
CDC42EP2	Unclassified
CDC42EP4	Unclassified
CDCA4	Unclassified
CDK1	Unclassified
CDK16	Unclassified
CDK18	Unclassified
CDK2	Unclassified
CDK4	Unclassified
CDK5	Unclassified
CDK5RAP2	Unclassified
CDK6	Unclassified
CDKN1C	Unclassified
CDKN2B	Unclassified
CDKN2C	Unclassified
CDKN2D	Unclassified
CDKN3	Unclassified
CDR2	Unclassified
CDR2L	Unclassified
CDV3	Unclassified
CENPE	Unclassified
CENPJ	Unclassified
CEP104	Unclassified
CEP112	Unclassified
CEP170	Unclassified
CEP192	Unclassified
CEP250	Unclassified
CEP55	Unclassified
CEP63	Unclassified
CEP76	Unclassified
CEP78	Unclassified
CEP85	Unclassified
CEP85L	Unclassified
CEP95	Unclassified
CEP97	Unclassified
CETN2	Unclassified
CETN3	Unclassified
CFD	Unclassified
CFH	Unclassified
CFHR5	Unclassified
CFI	Unclassified
CFL1	Unclassified
CFL2	Unclassified
CGN	Unclassified
CGNL1	Unclassified
CHAC2	Unclassified
CHEK1	Unclassified
CHKB	Unclassified
CHML	Unclassified
CHMP2A	Unclassified
CHMP2B	Unclassified
CHMP4A	Unclassified
CHMP4B	Unclassified
CHMP4C	Unclassified
CHMP5	Unclassified
CHMP7	Unclassified
CHN1	Unclassified
CHORDC1	Unclassified
CIAO1	Unclassified
CINP	Unclassified
CIT	Unclassified
CKAP5	Unclassified
CKB	Unclassified
CKS2	Unclassified
CLASP1	Unclassified
CLEC16A	Unclassified
CLEC3B	Unclassified
